,title,image,price,description
387,"Облепиха лист – Морски зърнастец, Hippophae Rhamnoides",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b627conf.jpg,"6,36 лв.","Знаете ли, че не само плодовете, но дори и листата на облепихата могат да бъдат включени в билков чай ​​с някои вълнуващи ползи за здравето? Пиенето на чай от листата на морски зърнастец може да бъде особено полезно за намаляване на наднорменото тегло, болката, причинена от ревматоиден артрит, или да подобри цялостното здраве, тъй като като съдържа множество антиоксиданти и антибактериални фитохимикали."
388,"Смола за вино Рецина – Алепски бор, Retsina wine",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b626conf.jpg,"1,68 лв.",Смолата на Алепския бор се използва за ароматизиране на гръцките вина Рецина.
389,"Клитория тернатея – Син чай, Clitoria ternatea",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/a/baza_1.jpg,"7,07 лв.","Синият чай от клитория (на тайландски - Anchang) е мощно средство срещу безсънието, подобрява паметта, облекчава тревожността и помага за борба със стреса. Също така, намалява апетита, което го прави полезен за хора, борещи се с наднорменото тегло."
390,"Див Пелин стрък рязан, Artemisia vulgaris",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/4/0/405pelin_1_1_.jpg,"2,40 лв.",Поради горчивия си вкус Дивият пелин се използва широко като апетитовъзбуждащо и тонизиращо гладката мускулатура на стомашно-чревния тракт средство.
391,"Тученица стрък рязан - при диабет, кръвно и за детокс, Portulaca oleracea L.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b583-portulaca_1.jpg,"2,82 лв.","Листата на Тученицата са изключително богати на витамини А и В, а съдържанието на витамин С в тученицата е 7-8 пъти повече, отколкото в цитрусовите плодове. Наричана още “билката на дълголетието”, тя съдържа омега-3 мастни киселини и каротин. Листата са с богато съдържание на калий, калций, магнезий, желязо и манган."
392,"Ирис корен ароматен, белен и рязан – Перуника, Iris Germanica L.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/4/b469.jpg,"3,44 лв.","Ирисът е не само красиво цвете, но и лековита билка. Отвара от корен на ирис отслабва и разхлабва храчките в белите дробове и гърлото за по-лесно отхрачване - ще успокои възпаленото гърло и кашлицата. Приеман вътрешно в малки дози, коренът на ириса ще облекчи затлачванията и ще стимулира функцията на черния дроб."
393,"Сена семена с шушулки на прах - слабително, Senna",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/4/b458conf.jpg,"7,09 лв.",Сена е билка. Листата и плодовете на растението се използват за направата на лекарства. Семената от Сена имат по-нежно лаксативно действие в сравнение с листата.
394,"Нийм цял лист, Neem, Azadirachta indica",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b648.jpg,"1,90 лв.","Нийм е уникално лечебно растение, тъй като всички негови части – включително неговите листа, цветове, семена, плодове, корени и кора – могат да се използват. Една от най-често използваните билки в Аюрведичната медицина, листата на нийм традиционно се използват за пречистване на кръвта заради антивирусните им, противогъбични, анти-паразитни и антисептични свойства."
395,"Узара корен рязан - при диария, Xysmalobium Undulatum R. Br.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/u/z/uzara_5.jpg,"6,79 лв.","Екстрактът от корен на Узара е особено ефективен при диария. Оказва мек ефект, без да води до странични действия. Узара нормализира изпражненията и намалява коремната болка."
396,"Сао Палмето плод на прах - за простатата, Saw Palmetto",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b550.jpg,"10,99 лв.","В алтернативната медицина се посочва, че Сао Палмето помага при лечението на състояния като астма, настинка, кашлица, косопад, мигрена, хронична тазова болка и възпалено гърло. Също така се смята, че Saw palmetto повишава либидото (сексуалното желание), както и облекчава стреса."
397,"Червена Детелина цвят на прах, Trifolium pratense",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/4/e/4ervena-detelina-smlyana_5.jpg,"6,82 лв.","Червената детелина се счита за един от най-богатите естествени източници на изофлавони (водоразтворими химикали, които действат като естрогени и се срещат в много растения). Смята се, че високото съдържание на изофлавони в червената детелина помага за намаляване на симптомите на менопаузата, като горещи вълни и нощно изпотяване."
398,"Коча билка стрък на прах, Nepeta cataria",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b650.jpg,"6,16 лв.","Дълго време се е смятало, че котешката билка има лечебни свойства. За тази цел традиционно се използват изсушените й листа и бели цветове. И двете могат да се използват за приготвяне на чай, който понякога се използва за лечение на състояния като безсъние, тревожност и главоболие."
399,"Сладник концентрат - пръчица без захар, Ликорис, Succus Liquiritiae",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/s/l/sladnik-prachka_1.jpg,"4,12 лв.","Билката Сладник, позната още като Женско биле помага при заболявания на горните дихателни пътища, белите дробове, хиперациден гастрит, пептична язва на стомаха и дванадесетопръстника."
400,"Аджвайн семена – Индийски кимион, Trachyspermum ammi",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b548_10012022.jpg,"3,96 лв.","Аджвайн е изключително полезна билка, с остър, леко горчив вкус и аромат на мащерка. Широко използвана като подправка в индийската кухня и като лек в аюрведичната медицина. Има антибактериално и противогъбично действие. Ефективна при храносмилателни проблеми, пептични язви, хранителни натравяния. Понижава нивата на лошия холестерол и високото кръвно налягане."
401,"Зелен овес стрък рязан, Avena sativa",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/z/e/zelen-oves-herbs_6.jpg,"2,90 лв.","Билката Зелен овес действа благоприятно на нервната система, както и за бързо възстановяване след тежки заболявания. Прочиства много добре организма от токсините."
402,"Камала на прах - червен плод, Mallotus philippinensis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/k/a/kamala-herbs_11.jpg,"6,35 лв.","За тониране (боядисване) на коса. Според Аюрведа всички части на растението Камала /има горчив вкус/ се използват като прочистващо, противоглистно, противовъзпалително, и ако се приема с мляко или извара (кисело мляко), може да бъде благоприятно за изгонване на глисти и тении от организма на заразения. Билката Kamala или Kampillakah също се използва чрез външно приложение чрез намазване, за насърчаване на зарастването на язви и рани."
403,"Червена Детелина стрък, Trifolium pratense",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b651-red-clover.jpg,"3,54 лв.","Червената детелина се счита за един от най-богатите естествени източници на изофлавони (водоразтворими химикали, които действат като естрогени и се срещат в много растения). Билката е подходяща в периода на менопаузата. Червената детелина е билка, използвана в традиционната медицина за лечение на широк спектър от здравословни проблеми, като остеопороза, артрит и заболявания на кожата и косата."
404,"Йерихонска роза, Selaginella lepidophylla, 1 бр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/j/e/jericho-rose.jpg,"9,97 лв.","Розата от Йерихон, позната още като ""възкръсващо"" растение, е едно от най-уникалните примери за чудесата на Природата. Освен, че може да съхранява винаги живота в себе си, то се смята за древен символ на здраве, късмет и щастие. Поверията гласят, че Йерихонската роза възкресява различни области от живота на собственика си, носи късмет и предпазва от негативни енергии или ситуации."
405,"Куркума Лонга рязан корен на ситно - за чай BOF, Turmeric, Curcuma longa",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b60-2_1.jpg,"1,72 лв.","Куркумата се използва се в Индия от хиляди години като подправка и лечебна билка. Тонизира организма, улеснява храносмилането, има антисептично действие, подпомага обмяната на веществата. Приема на куркума е препоръчителен за хора с диабет и преддиабет."
406,"Дафинов лист млян - за храносмилане и при лош дъх, Laurus nobilis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b652-_-_-_-3.jpg,"2,50 лв.","Стимулира храносмилането, има антисептичен ефект, предотвратява образуването на газове и лош дъх. Успокоява кашлицата и ускорява отделянето на секрет. Действа благоприятно на нервната система."
407,"Анато семена на прах - подправка за вкусни ястия, Ахиот, Annatto",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/a/n/annatto-seeds.jpg,"3,44 лв.","Анато, известно още като „семена от ахиот“, е мека подправка, използвана в латиноамериканската, карибската и филипинската кухня. Придава наситен червен цвят на храната, което го прави чудесен естествен хранителен оцветител. Вкусът е комбиниран микс от сладък, тръпчив и пиперлив вкус и е прекрасен, ако искате ястието ви да има ярък и екзотичен вид."
408,"Анато цели семена - подправка за вкусни ястия, Ахиот, Annatto",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/a/n/annatto-whole-seeds_1.jpg,"3,10 лв.","Анато, известно още като „семена от ахиоте“, е мека подправка, използвана в латиноамериканската, карибската и филипинската кухня. Придава наситен червен цвят на храната, което го прави чудесен естествен хранителен оцветител. Вкусът е комбиниран микс от сладък, тръпчив и пиперлив вкус и е прекрасен, ако искате ястието ви да има ярък и екзотичен вид."
409,"Кудзу корен на прах, Kudzu",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b553conf_1.jpg,"6,54 лв.","Повече от 2000 години коренът Кудзу се използва в традиционната азиатска медицина като билково лекарство за лечение на алкохолизъм, махмурлук, световъртеж, шум в ушите, треска, остра дизентерия, диария, диабет и сърдечно-съдови заболявания."
410,"Дълъг пипер черен - цели зърна, Индийски дълъг пипер, Indian long pepper",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b654conf.jpg,"7,19 лв.","Дългият черен пипер е широко разпространена подправка с много богат, наситен, леко лют аромат с невероятни шоколадови нотки."
411,"Сао Палмето цял плод - за простатата, Saw Palmetto",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b554_1.jpg,"8,66 лв.","В алтернативната медицина се посочва, че Сао Палмето помага при лечението на състояния като астма, настинка, кашлица, косопад, мигрена, хронична тазова болка и възпалено гърло. Също така се смята, че Saw palmetto повишава либидото (сексуалното желание), както и облекчава стреса."
412,"Сао Палмето рязан плод - за простатата, Saw Palmetto",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b585conf_1.jpg,"9,95 лв.","В алтернативната медицина се посочва, че Сао Палмето помага при лечението на състояния като астма, настинка, кашлица, косопад, мигрена, хронична тазова болка и възпалено гърло. Също така се смята, че Saw palmetto повишава либидото (сексуалното желание), както и облекчава стреса."
413,"Вечерна иглика семена - при менопауза / предменструален синдром, Oenothera biennis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/v/e/vecherna-iglika-seeds.jpg,"3,16 лв.","Билката, която разцъфва през нощта и увяхва през деня. Вечерната иглика е универсално растение с много медицински ползи. Често срещаните медицински употреби включват: лечение на предменструален синдром, ревматоиден артрит, дерматит, масталгия."
414,"Сладник корен рязан (белен) – Женско биле, Licorice",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b556conf_1.jpg,"3,56 лв.","Сладникът действа като стимулант на надбъбречна кора и панкреас. Има противовъзпалително, антиартритно, спазмолитично, противоязвено, антималарийно, антибактериално, антивирусно действие. Билката е антиоксидант и диуретик."
415,"Артишок рязан плод, Cynara cardunculus",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b647conf.jpg,"6,96 лв.","Артишокът или Кардун стана важен като лечебна билка през последните години, след откриването на цинарин в растението. Това горчиво на вкус съединение, което се намира в листата, подобрява функцията на черния дроб и жлъчния мехур, стимулира отделянето на храносмилателни сокове, особено жлъчка, и понижава нивата на холестерола в кръвта."
416,"Самобайка стрък BOF, Glechoma hederacea L.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b568.jpg,"3,92 лв.",Чай от самобайка наподобява като вкусови качества на този от градински чай и мащерка. От векове билката се е използвала като лек при настинки и треска. Билката може да помогне за намаляване на храчките и възпаленията.
417,"Зърнастец кора рязана, Rhamnus frangula L.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/5/255zarnastez-kora.jpg,"1,98 лв.",Зърнастецът има установено слабително (очистително) действие. Слабителното действие се проявява 8-10 часа след приемането на отвара / чай от билката. Най-добър ефект се получава при атоничен хроничен запек.
418,"Калина кора, Viburnum opulus L.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/6/269kalina-kora.jpg,"5,75 лв.",Кората на Калината е спазмолитично и успокояващо. Тя е бил използвана от жените за успокояване на менструални болки в продължение на стотици години. Калина е много ефективен домашен лек при мускулни крампи в краката.
419,"Конопено семе брашно, насипно",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/placeholder/stores/1/bilki-def-small_2.gif,"2,50 лв.","Конопеното брашно се прави чрез пресоване на конопени семена за извличане на маслото. След това останалата каша се смила на фино брашно. Тази суперхрана съдържа огромно количество протеин, както и есенциални мастни киселини и растителни фибри."
420,"Обикновен Дъб кора, Quercus robur L.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/2/224dub-kora.jpg,"1,58 лв.","Кората на дъба се употребява като затягащо средство при стомашни кръвоизливи, язва на стомаха, гастрити, хронична диария, хемороиди, наличие на кръв в урината, чести позиви за уриниране."
421,"Йохимбе кора - афродизиак, Pausinystalia johimbe",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/6/262yohimbe-cut.jpg,"3,52 лв.","Йохимбето е един от най-старите афродизиаци, който са използвали още египтяните. Йохимбе се приема и за подобряване на настроението и за озаряване на усещанията, предотвратяване на умората и депресията."
422,"Брашно от Бял трън семе, насипно, bilki.bg",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b678conf.jpg,"1,88 лв.","Брашното от бял трън е направено от семената на растението бял трън или Silybum marianum. Tрадиционно се използва като билков тоник за черния дроб за подпомагане на храносмилането, детоксикацията и възстановяването. Основната му характеристика е повишеното съдържание на силимарин."
423,"Бяла върба кора, Cortex Salicis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/1/9/195-varba-kora.jpg,"2,50 лв.","Когато имаме главоболие или изпитаме някаква болка в тялото, отваряме аптечките си и посягаме към аспирина. Това болкоуспокояващо средство за предотвратяване на сърдечен удар е „чудодейно лекарство“. Кората от върба, известна още като „природен аспирин“ е отлична естествена алтернатива на аспирина, но без неговите странични ефекти."
424,"Сусам семе на прах – Сусамово брашно, насипно",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/placeholder/stores/1/bilki-def-small_2.gif,"1,67 лв.","Сусамовото брашно се приготвя от цели, небелени семена на сусама, от които се извлича мазнината, след което се смилат равномерно до получаване на фина текстура. То има всички вкусови и полезни хранителни качества, характерни за сусама. Отличава се с дълбок орехов вкус и приятен аромат."
425,"Котешки нокът кора рязана, Uncaria tomentosa",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/3/0/308kot-nokat.jpg,"4,93 лв.","Котешкият нокът е признат като най-мощният, изцяло натурален, имуностимулатор известен досега. Това е една удивителна със своите свойства билка, осигуряваща по-висок тонус, здраве и енергичност."
426,"Котешки нокът кора на прах, Uncaria tomentosa",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/3/b348-kote6ki-nokyt.jpg,"7,24 лв.","Котешкият нокът е признат като най-мощният, изцяло натурален, имуностимулатор известен досега. Това е една удивителна със своите свойства билка, осигуряваща по-висок тонус, здраве и енергичност."
427,"Арония плод на прах – Брашно от Арония, насипно",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b681conf.jpg,"3,36 лв.","Арония на прах е прах от цели сушени плодове на растението Aronia melanocarpa. Само 1 супена лъжица дневно, ви предоставя редица ползи за здравето. Това лилаво мощно зрънце е пълно с полифеноли и има един от най-високите резултати за антиоксиданти ORAC от всички естествени храни."
428,"Нийм кора, Azadirachtae Cort",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/3/8/381neem.jpg,"4,57 лв.","Използван още от преди 5000 години, Ниймът (Azadirachtae Cort) е изключително мощна индийска лечебна билка с невероятни ползи, която се прилага за над 30 различни заболявания. Наричана ""Божествена билка"", тя намира приложение за лечение на диабет, жълтеница, кожни заболявания и подсилване на имунитета."
429,"Бяла канела кора - при ревматизъм и артрит, Canella alba",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/3/6/360kanela-diva-cut.jpg,"7,22 лв.",Бялата канела притежава естествено цитотоксично действие. Има също изразено противогъбично и противомикробно действие.
430,"Цейлонска Канела кора - рязана, Cinnamomum zeylanicum",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/5/9/598kanela-ceilonska-rqzana.jpg,"5,63 лв.","Канелата е една от най-здравословните и вкусни подправки на планетата. Придава изкушаващ наситен аромат на ястия и напитки. Благоприятно действие при захарен диабет, при заболявания на обмяната, заболявания на бъбреците."
431,"Лайм кора ароматна рязана - при диабет или диети, Citrus aurantiifolia",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/l/a/laim_b643_2__2.jpg,"2,24 лв.","Сушеният лайм има приятен тръпчив вкус, богат на витамин С и доставя приблизително 35% от дневните нужди на организма. Поради наситения си аромат, кората от лайм се използва в кулинарията, тъй като подсилва вкуса на редица ястия и напитки."
432,"Нар семки на прах – Брашно от нар, насипно",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b682-conf.jpg,"2,20 лв.","Наровете са невероятно полезни за здравето. Със своите антиоксидантни, противовъзпалителни, ергогенни (повишаващи физическото представяне) и поддържащи сексуалното здраве свойства, семките от нар на прах ще бъдат невероятно допълнение към диетата на всеки."
433,"Хининова кора на прах – Червен хинин, Cinchona pubescens",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b646-hinin-kora.jpg,"17,90 лв.","Червената хининова кора има дълга история на местно използване, особено като лечение на треска и малария. Хининът е съставка в различни патентовани лекарства срещу настинка и грип."
434,"Канела Касия кора - начупени едри парчета, Cinnamomum cassia",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b601conf.jpg,"3,12 лв.","Канелата е една от най-здравословните и вкусни подправки на планетата. Придава изкушаващ наситен аромат на ястия и напитки. Парченца от кората могат да се поставят по време на готвене за овкусяване на солени и сладки ястия, чайове и други напитки."
435,"Черен кимион семе на прах – Брашно от Нигела, насипно",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b683conf.jpg,"1,94 лв.","Сурови и прясно смлени семена от Нигела. Подходящи за добавяне към смутита, омлети, тестени изделия или къри. Един от най-добрите начини да използвате семена от нигела е да ги поръсите върху домашен хляб или гевреци, преди да ги изпечете."
436,"Ройбос лист - Червен, Rooibos, Aspalathus linearis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/4/4/447roibos-red.jpg,"2,76 лв.","Чаят Ройбос, който предлагаме е с гарантирано супер качество (super quality) и се доставя от най-големия производител на този продукт в света – компанията Rooibos Ltd от ЮАР."
437,"Кориандър семе брашно, насипно",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b684conf_1.jpg,"1,67 лв.","Семената от кориандър имат приятен лимонов вкус и флорален аромат. Смлените семена понякога се използват за мариноване и осаламуряване, като подправка в ястия като къри и в печива. Използват се в ястия и консерви от овнешко и свинско месо, като се комбинира с лук, чесън, черен пипер и риган."
438,"Зелено кафе на зърна Робуста – насипно кафе на зърна, Coffea robusta",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/5/6/561zeleno-kafe-robusta.jpg,"2,53 лв.","Подобно на всички останали храни и напитки, кафето играе роля в нашето физическо и психологическо благополучие. През годините то е било обект на множество изследвания."
439,"Зелен чай перлички – Гънпаудър, Gun powder, Camellia sinensis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/4/249gun-powder.jpg,"5,02 лв.","Зеленият чай Gunpowder е особена разновидност на зеления чай Camellia sinensis, който се приготвя малко по-различно и следователно може да има уникални свойства и ползи за здравето. Има благоприятно влияние върху метаболизма. Пречиства организма и засилва перисталтиката."
440,"Зелено кафе на зърна Арабика – насипно кафе на зърна, Coffea Arabica",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/5/5/558zeleno-kafe-arabika.jpg,"4,06 лв.","Кафе Арабика е силен антиоксидант с по-ниско съдържание на кофеин. То е богат естествен източник на антиоксиданти, които неутрализират свободните радикали при обмяната на веществата."
441,"Тапиока нишесте – Маниока корен на прах, Арарут, Manihot utilissima",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b559conf-1.jpg,"5,42 лв.","Нишесте от тапиока се използва в кулинарията като хрупкава панировка или сгъстител за супи и сосове, като нишесте за сгъстяване на кремове. Маниока корен на прах е много по-качествено нишесте за готвене от царевично нишесте напр. Има превъзходен вкус, деликатна текстура и подобрява вкуса на останалите съставки в ястията."
442,"Малинови семена брашно – Малинови семки на прах, насипно",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/6/b686conf.jpg,"2,00 лв.","Брашното от малинови семки се приготвя от фино стрити, студено-пресовани малинови семена. То може да бъде здравословна и вкусна добавка към вашата здравословна диета. Развихрете фантазията си в кухнята или поглезете кожата си с него."
443,"Самобайка стрък на прах, Glechoma hederacea L.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b568_1.jpg,"5,09 лв.","Самобайката притежава следните свойства: противовъзпалително, антихелмитно, диуретично, температуропонижаващо, стягащо и противоревматично. Glechoma hederacea подобрява храносмилането и увеличава апетита. Билката е и добър диуретик - стимулира отделянето на урина, подпомага извеждането на песъчинки и камъни в бъбреците."
444,"Еуфорбия хирта стрък - при астма и белодробни заболявания, Euphorbia hirta",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b560conf.jpg,"5,20 лв.","Ако все още не сте чували за Еуфорбия хирта, то в онлайн магазина на Bilki.bg можете да научите за потенциално впечатляващите ползи за здравето, които това скромно изглеждащо растение, може да предложи. Откроява се със способността си да насърчава заздравяването на рани и да облекчава редица стомашно-чревни разстройства, но истинската му сила е като билка за астма."
445,"Зелен чай Сенча лист - екстра качество BOF, Camellia sinensis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/2/5/250sencha-bio.jpg,"3,82 лв.","Зеленият чай е една от най-ценените и широко използвани напитки в света. Освен, че е вкусна напитка, която няма калории, чаят има уникален набор от естествени вещества, които предоставят различни терапевтични ползи. Според повечето изследвания върху зеления чай, той има антивирусни, антиоксидантни и противовъзпалителни свойства"
446,"Оолонг чай тъмни листа – Улонг Сечунг, Camellia sinensis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/3/8/385.jpg,"6,86 лв.","В превод от китайски означава ""Червен дракон"". Този полуферментирал чай произлиза предимно от югоизточен Китай и Тайван. Има леко сладък вкус, с елегантна цветна нотка, наподобяваща мед или праскова. Уникален и вкусен във всяко отношение!"
447,"Черен чай Даржелинг листенца, Camellia Sinensis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/d/a/dardjeling_1.jpg,"5,63 лв.","Чаят Даржелинг, растящ в мистичната и романтична обстановка на Хималаите в Индия, няма еквивалент - толкова рядък и уникален със своя вкус, че не може да бъде възпроизведен никъде по света. Чаят Дарджелинг се състои от много млади сребристи връхчета и свежи зелено-сиви листа чай."
448,"Чай за бъбреци на Дядо Владо, 39 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/8/b816.jpg,"2,90 лв.","Чай за бъбреци от 4 билки - полски хвощ, пача трева, коприва и жълт кантарион. Билковият чай е разработен по рецепта на лечителя Владимир Бошнаков.
Количеството е достатъчно за 3 седмичен курс."
449,"Еротичен чай - портокал, роза и мента, насипен",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b52conf.jpg,"11,90 лв.","Приятен и ароматен, чаят освежава дъха, отпуска сетивата и ароматизира интимните сокове в тялото, спомагайки за изтънчени и еротични удоволствия."
450,"Билкова смес Стоп Косопад - Чемерика, Репей и Коприва, 80 гр.",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/k/o/kosopad-bag_13.5_21.jpg,"9,90 лв.","Билки за косопад, които укрепват скалпа и корените на косата и напълно спират косопада - бързо и трайно. Още след първото приложение спира косопада.
Ефективна билкова смес за външна употреба."
451,"Оолонг Бял чай – Сребриста игла Улонг BOF, White Downy Oolong",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/w/h/white-downy-tea-3.jpg,"9,16 лв.","Оолонг е известен от древността, почти легендарен бял чай, носещ името Сребърна Игла. Този бял чай е съставен от пухкави и нежни млади листенца, които притежават най-високите отличия, като един от най-добрите чаеве в Китай."
452,"Зелен чай Матча на прах BOF, Camelia Sinensis",https://bilki.bg/media/catalog/product/cache/1/small_image/200x200/4a7b379f08b37ce157de1b71c34b2dde/b/5/b581conf_6.jpg,"5,02 лв.","Когато става въпрос да ви помогне да постигнете и поддържате оптимално здраве, Матча няма равен! Да, Матча ви предоставя мощен арсенал от витамини, минерали, хлорофил, фибри, антиоксиданти и аминокиселини по начин, който никой друг зелен чай не може."
